claim,label,language,output,final_answer,correct,inconclusive
Americans work way more than an average of industrialized countries around the world.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
Only about 6.8 percent of the (stimulus) money has actually been spent.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
The average student comes out of college hundreds of thousands of dollars in debt.,false,en,Final Answer: Mostly True,mostly true,False,False
There is majority support for the Democrats' health care plans.,mostly false,en,Final Answer: Mostly True,mostly true,False,False
"In the United States, ""we tax our exports and don't tax our imports.""",half true,en,Final Answer: False,false,False,False
"John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.",true,en,Final Answer: True,true,True,False
You cannot build a little guy up by tearing a big guy down -- Abraham Lincoln said it.,false,en,Final Answer: False,false,True,False
"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",true,en,Final Answer: Mostly True,mostly true,False,False
"Congressman (Ron) DeSantis sponsored legislation to increase sales taxes by 23 percent, hurting families, destroying jobs, devastating tourism",mostly false,en,Final Answer: False,false,False,False
"Rob Portman has taken more than $125,000 from ""Big Oil.""",mostly true,en,Final Answer: True,true,False,False
"Palin supports ""aerial hunting of wolves and other wildlife.""",true,en,Final Answer: True,true,True,False
"Untaxed corporate earnings used to be ""$2.5 trillion … I guess it’s $5 trillion now. Whatever it is, it’s a lot more. So we have anywhere from 4 (trillion) to 5 or even more trillions of dollars sitting offshore.""",false,en,Final Answer: Mostly True,mostly true,False,False
"Since 1978, college ""tuition nationwide has gone up something like four times the rate of inflation.""",true,en,Final Answer: Mostly True,mostly true,False,False
The EPA has tried to define a puddle or a drainage ditch on your farm to be navigable waters and thus subject to massive environmental regulations.,mostly false,en,Final Answer: Mostly True,mostly true,False,False
"To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch.",true,en,Final Answer: True,true,True,False
"Over the last four years, the deficit has gone up, but 90 percent of that is as a consequence of President George W. Bush’s policies and the recession.",false,en,Final Answer: Mostly True,mostly true,False,False
One in six Texans don’t have health care. We’re the most uninsured state in the U.S.,mostly true,en,Final Answer: True,true,False,False
"Trump has ""worked with Congress to pass more legislation in his first 100 days than any president since Truman.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
Law firm @POTUS used to show he has no ties to Russia was named Russia Law Firm of the Year for their extensive ties to Russia. Unreal.,mostly true,en,Final Answer: False,false,False,False
"Allowing all Bush income tax cuts to expire on Dec. 31 ""will amount to the largest tax increase in the history of America.""",mostly false,en,Final Answer: Mostly True,mostly true,False,False
Poll after poll after poll shows me beating Hillary.,mostly false,en,Final Answer: Mostly False,mostly false,True,False
"PolitiFact Texas says ""Congressman Edwards' attacks on Bill Flores are false.""",mostly false,en,Final Answer: False,false,False,False
I haven't missed a vote since 1993.,true,en,Final Answer: True,true,True,False
Says Ohio has 77 job training programs spread across 13 state agencies.,true,en,Final Answer: True,true,True,False
"Back door gun control is in full effect in the United States due to ""Obama’s Environmental Protection Agency.""",false,en,Final Answer: False,false,True,False
"Says HHS Secretary Alex Azar called family separations at the border and detention of children in cages ""one of the great acts of American generosity and charity"" and ""is now in charge.""",mostly false,en,Final Answer: False,false,False,False
"Says Thomas Jefferson said ""that government is best which governs least.""",false,en,Final Answer: Mostly True,mostly true,False,False
One out of four corporations doesn't pay a nickel in (federal income) taxes.,half true,en,Final Answer: Mostly True,mostly true,False,False
"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you.""",false,en,Final Answer: Mostly False,mostly false,False,False
"For every extra year a girl goes to school, her income goes up 12 percent.",true,en,Final Answer: Mostly True,mostly true,False,False
We are the most generous in New England and New England is known for its generosity toward its welfare recipients.,half true,en,Final Answer: Mostly True,mostly true,False,False
"Studies show ""the 2016 shooting and murder rate in Chicago cost us about $9.6 BILLION DOLLARS"" and ""the entire City budget for 2018 is $8.6 billion dollars. This math does not work, it is financially killing our city.""",false,en,Final Answer: Mostly True,mostly true,False,False
Oregon school districts are directing 24 percent of their food budgets to purchase local foods. That’s the highest percentage in the country.,half true,en,Final Answer: True,true,False,False
The interest on the debt now is going to approach in the next couple of years ... what we spend in the national defense budget.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
Idaho mother sentenced to prison after multiple citations for breastfeeding in public.,false,en,Final Answer: False,false,True,False
"Every 1 percent increase in the cost of health insurance today causes about 30,000 Georgians to be uninsured.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"From Obama's book: ""I found a solace in nursing a pervasive sense of grievance and animosity against my mother's race.""",false,en,Final Answer: False,false,True,False
"Says ""Hillary Clinton's plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs.""",false,en,Final Answer: Mostly False,mostly false,False,False
"Two Iraqis came here to this country, were radicalized and they were the masterminds behind the Bowling Green massacre. … It didn't get covered",false,en,Final Answer: False,false,True,False
"The vast majority of people that got insurance under President Obama's Obamacare, the Affordable Care Act, got it through Medicaid.",half true,en,Final Answer: Mostly True,mostly true,False,False
Texans pay the sixth-highest property tax in the nation.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Says that when President Bill Clinton raised the top tax rates to levels now proposed by Obama, the country experienced significant job growth.",half true,en,Final Answer: Mostly True,mostly true,False,False
"Since Oregon’s prescription-only law took effect, meth lab incidents have dropped by 96 percent and meth-related arrests by 32 percent.",true,en,Final Answer: Mostly True,mostly true,False,False
Rhode Island has the highest percentage of uninsured adults of any state in New England.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Murder went up when Romney was governor. ""Robbery went up. Violent crimes went up.""",half true,en,Final Answer: Mostly False,mostly false,False,False
"Says CNN’s Chris Cuomo ""never asked"" Sen. Richard Blumenthal about Blumenthal's misstatements on his own service in Vietnam.",false,en,Final Answer: True,true,False,False
There are 4.7 percent of Virginians who are minimum wage earners who are over 25 years of age working full-time and trying to raise a family.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Former Atlanta Public Schools Superintendent Beverly Hall left the school district ""significantly better than she found it.""",false,en,Final Answer: Mostly True,mostly true,False,False
The poverty rates in America today aren’t much better than when we started the War on Poverty.,half true,en,Final Answer: Mostly True,mostly true,False,False
Four million women have fallen into poverty in the last six years.,mostly false,en,Final Answer: True,true,False,False
"Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.",true,en,Final Answer: Mostly True,mostly true,False,False
The health insurance plan that (members of Congress) have is no different than any other federal employee's in the United States government.,true,en,Final Answer: Mostly True,mostly true,False,False
Three in four low-income workers don’t have any paid sick days available.,true,en,Final Answer: True,true,True,False
"Donald Trump is ""against marriage equality. He wants to go back.""",true,en,Final Answer: Mostly False,mostly false,False,False
"Says a federal judge in San Antonio ""issued a ruling that … not only could the students not pray at their graduation, if they used the word ‘benediction,’ the word ‘invocation,’ the word ‘God,’ asked the audience to stand or asked for a moment of silence, he would put the superintendent in jail.""",half true,en,Final Answer: Mostly False,mostly false,False,False
The median income in America has dropped by 10 percent in the last four years.,half true,en,Final Answer: False,false,False,False
"Louie Gohmert of Texas ""compared the current general-in-charge in Egypt to George Washington.""",mostly true,en,Final Answer: False,false,False,False
The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,false,en,Final Answer: False,false,True,False
Two years after the worst recession most of us have ever known ... corporate profits are up.,true,en,Final Answer: Mostly True,mostly true,False,False
"Gov. Rick Scott ""is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs.""",half true,en,Final Answer: Mostly True,mostly true,False,False
"Says ""92 percent of the people agree on DACA.""",half true,en,Final Answer: Mostly True,mostly true,False,False
Sixty percent of Americans now support legalizing marijuana.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"We in the Democratic Party had no input into the locations of these hearings, nor did we have input into the process.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"A letter from BP to the Minerals Management Service ""actually recommends improvements and specific recommendations around safety regulations should they choose to change them.""",mostly false,en,Final Answer: Mostly True,mostly true,False,False
The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.,mostly true,en,Final Answer: True,true,False,False
"The federal ""limousine fleet has increased by 42 percent since Barack Obama took office.""",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"During my tenure as governor, Wisconsin’s overall tax burden went DOWN.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
Busted: Obama is holding secret meetings to overtake the White House,mostly false,en,Final Answer: False,false,False,False
"Compact fluorescent light bulbs are ""toxic"" and ""not environmentally friendly.""",half true,en,Final Answer: Mostly True,mostly true,False,False
More people now die in Wisconsin from drug overdoses than car crashes.,true,en,Final Answer: True,true,True,False
"Obama spent $7 billion to bring electricity to Africa, failed miserably.",false,en,Final Answer: Mostly False,mostly false,False,False
We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.,true,en,"To evaluate the claim, we need to verify two parts: 

1. Whether the state in question is indeed one of only two states with eight consecutive months of declining unemployment.
2. Whether twenty-one states had increased unemployment last month while the state in question's unemployment went down.

If both parts are accurate, the claim would be considered 'True'. If one part is accurate and the other is not, it could be 'Mostly True' or 'Mostly False' depending on which part is correct. If neither part is accurate, it would be 'False'.

Without specific data to confirm these statements, I cannot definitively categorize the claim. However, if we assume the claim is based on accurate and current data, it would likely be 'True'.

Final Answer: True",true,True,False
Knopp says he upheld a campaign promise not to join the Public Employees Retirement System (PERS).,mostly true,en,Final Answer: True,true,False,False
"A North Carolina study proves that ""probably over a million people voted twice in (the 2012) election.""",false,en,Final Answer: False,false,True,False
Did U know? Block Island Wind Farm would mean 40% est. drop in BI electric rates.,true,en,Final Answer: Mostly True,mostly true,False,False
It is more difficult to obtain a Costco membership than it is to get a NYC Municipal ID,false,en,Final Answer: Mostly False,mostly false,False,False
"Richard Hayne, president and CEO of Urban Outfitters … (is) a supporter of Rick Santorum and donated over $13,000 to him.",half true,en,Final Answer: True,true,False,False
"Says 282 Texas school districts have requested emergency waivers to increase elementary school class sizes because of ""unprecedented fiscal challenges.""",half true,en,Final Answer: True,true,False,False
"When the law stopped Tony Evers from revoking a teacher's license for viewing pornography, Tony worked with lawmakers from both parties to change the law so offenders could be kicked out of the classroom.",half true,en,Final Answer: Mostly True,mostly true,False,False
"A Congressional Budget Office report says President Barack Obama’s executive order to raise the minimum wage for new federal contract workers ""will cost the economy 500,000 jobs.""",false,en,Final Answer: Mostly False,mostly false,False,False
John McCain is right on that one. The line-item veto is the best tool the president has to rein in excessive spending.,half true,en,Final Answer: Mostly False,mostly false,False,False
Do you know what the second sport with the most concussions is? Women’s soccer… And the third most dangerous sport? Cheerleading.,half true,en,Final Answer: Mostly True,mostly true,False,False
Senate Bill 5 makes it harder for nurses to give the patients the quality care they need.,mostly false,en,Final Answer: Mostly True,mostly true,False,False
3 American women are murdered every day by their husband or boyfriend.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Says he ""made St. Petersburg the state's best maintained large sewer system in 2007.""",half true,en,Final Answer: Half True,half true,True,False
"Says Leah Vukmir said: ""I’m not endorsing Donald Trump.""",false,en,Final Answer: True,true,False,False
"His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.",mostly true,en,Final Answer: Mostly False,mostly false,False,False
"Obama said troops ""whine about bearing the costs"" of going to war.",false,en,Final Answer: False,false,True,False
"North Carolina is one of ""very few states"" that give the governor sole discretion to pick judges.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
The U.S. Supreme Court struck down Wisconsin's photo ID election law,false,en,Final Answer: False,false,True,False
"The Obama White House recognizes a ""baby that has not been born"" for security purposes.",mostly false,en,Final Answer: False,false,False,False
"The 2009 stimulus bill ""failed to get people back to work.""",false,en,Final Answer: Mostly False,mostly false,False,False
"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesn’t include benefits.",true,en,Final Answer: Mostly True,mostly true,False,False
Pennsylvania (is) the only state in the country not to tax drillers.,half true,en,Final Answer: Mostly False,mostly false,False,False
There’s a mosque inside of the Pentagon.,false,en,Final Answer: True,true,False,False
"Says U.S. Rep. Connie Mack IV passed ""only one bill"" in seven years.",mostly true,en,Final Answer: Mostly False,mostly false,False,False
"Since being elected, (Tom Barrett) has dumped 8.2 billion gallons of raw sewage into Lake Michigan.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"Obamacare includes ""a $63 charge every American will begin paying (in 2013) as a way to cover some of the increased costs associated with providing health insurance to those with pre-existing conditions.""",mostly false,en,Final Answer: False,false,False,False
"The Iran deal ""trusts the Iranians to inspect themselves.""",false,en,Final Answer: Mostly False,mostly false,False,False
Says Newt Gingrich is responsible for the gridlocked politics of Washington.,half true,en,Final Answer: Mostly True,mostly true,False,False
"The White House staff risks violating federal ethics rules if they participate in Donald Trump’s ""fake news awards.""",true,en,Final Answer: Mostly True,mostly true,False,False
The 2000 Census cost $4.5 billion. The 2010 Census is set to cost up to $14.5 billion.,half true,en,Final Answer: Mostly True,mostly true,False,False
The seed of Muslim is passed through the father.,mostly false,en,Final Answer: Mostly False,mostly false,True,False
We cut property taxes by one-third.,mostly false,en,Final Answer: Half True,half true,False,False
Withheld union dues fund half of Dem (Democratic) campaigns in Florida.,false,en,Final Answer: Mostly False,mostly false,False,False
"Under the Affordable Care Act, ""some people were gaming the system"" by paying ""for nine months of insurance, get 12 -- the other three for free.""",mostly false,en,Final Answer: Mostly True,mostly true,False,False
Georgia’s civil forfeiture laws are among the worst in the country and the very worst in the South.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"After Arizona banned smoking in ""all public places"" in 2007, ""admissions for acute myocardial infarction … stroke, asthma, [and] angina decreased following the implementation of the ban.""",half true,en,Final Answer: True,true,False,False
"Richard Cordray’s nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history ""that a political party has blocked a nomination of someone because they didn't like the construction of the agency.""",true,en,Final Answer: Mostly True,mostly true,False,False
"We spent approximately $20-billion of that money on pork barrel, earmark projects. Maybe if we had done it right, maybe some of that money would have gone to inspect those bridges and other bridges across the country.",true,en,Final Answer: Mostly True,mostly true,False,False
"Says Donald Trump ""wants to kick thousands of kids off of BadgerCare.""",half true,en,Final Answer: Mostly False,mostly false,False,False
"Savannah is home to ""the fastest-growing port in the nation.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
Says Allen West violated federal law by scuba diving with U.S. flag.,false,en,Final Answer: Mostly False,mostly false,False,False
"Says Sen. Mark Begich is ineffective because he has only ""passed one bill, the naming of a building.""",half true,en,Final Answer: Mostly False,mostly false,False,False
"Donald Trump ""called the military that I served in a disaster.""",mostly true,en,Final Answer: Mostly False,mostly false,False,False
A 0.05 standard for drunken driving means having a glass of wine at dinner could make a person drunk.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"A single mother of two can’t qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.",mostly true,en,Final Answer: Mostly False,mostly false,False,False
Says 25 percent of Oregonians oppose the death penalty.,half true,en,Final Answer: False,false,False,False
Muslims’ disturbing plan comes out after grocery stores go bare to prepare for Irma.,mostly false,en,Final Answer: False,false,False,False
"Obama ""refused to not only put his hand on his heart during the Pledge of Allegiance, but refused to say the pledge.""",false,en,Final Answer: Mostly False,mostly false,False,False
We have 650 people who move to Texas every day.,true,en,Final Answer: Mostly True,mostly true,False,False
"Says Donald Trump wants to deport ""our Dreamers.""",mostly true,en,Final Answer: Mostly False,mostly false,False,False
"We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
Our real unemployment is anywhere from 18 to 20 percent. Don't believe the 5.6. Don't believe it.,false,en,Final Answer: Mostly False,mostly false,False,False
"Says ""at the state level we're spending more on tax expenditures than we are on public safety, health care and education combined.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
We actually made history in 2010. We came the closest in 24 years to defeating Frank Pallone.,false,en,Final Answer: Mostly True,mostly true,False,False
"In Iraq and Syria, American leadership, including our military power, is stopping (the Islamic State’s) advance.",half true,en,Final Answer: Mostly True,mostly true,False,False
"Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.",half true,en,Final Answer: True,true,False,False
Today almost half our debt is owned by foreigners.,true,en,Final Answer: Mostly True,mostly true,False,False
"Voter turnout in 2016 was reduced by approx. 200,000 votes because of WI’s photo ID laws.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions.,true,en,Final Answer: Mostly True,mostly true,False,False
Evidence shows Zika virus turns fetus brains to liquid.,false,en,Final Answer: Mostly False,mostly false,False,False
"The truth is any oil that would be drilled could be sent to any other country in the world, reducing our use of foreign oil not by one single drop.",half true,en,Final Answer: Mostly True,mostly true,False,False
"Sixteen thousand new Internal Revenue Service agents will be ""empowered to enforce"" the new health care legislation.",mostly false,en,Final Answer: Mostly False,mostly false,True,False
Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions,half true,en,Final Answer: Mostly True,mostly true,False,False
Our pension system is the only one in the country that’s 100 percent funded.,true,en,Final Answer: False,false,False,False
"I told the Congress 'thanks, but no thanks,' on that Bridge to Nowhere.",half true,en,Final Answer: Mostly True,mostly true,False,False
Only 25 percent of what people buy is subject to Rhode Island’s sales tax.,false,en,Final Answer: Mostly True,mostly true,False,False
"Gov. Roy Cooper has ""filed nearly one lawsuit a month, with every single one of them an attempt to extend his own power.""",mostly false,en,Final Answer: Mostly False,mostly false,True,False
Says Texas Department of Public Safety numbers show that 1.6 percent of crime is committed by unauthorized immigrants.,half true,en,Final Answer: Mostly True,mostly true,False,False
"In recent years, menhaden numbers along our coast have plummeted by 90 percent.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"Says Richard Cordray directed an Ohio commission to ""permit an armed group to have a rally on the statehouse grounds, even taking the extraordinary step of assuming personal responsibility for waiving an insurance requirement in the event of an incident.""",true,en,Final Answer: Mostly True,mostly true,False,False
"On Donald Trump’s plan to cut federal funding to sanctuary cities, ""because of a decision by the Supreme Court, no president's in a position to cut off funding across the board. It has to be very specific to the matter at hand.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Says Jeanne Shaheen ""voted for a measure that would have amounted to a new national energy tax.""",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"A Trump television ad shows Mexicans swarming over ""our southern border.""",false,en,Final Answer: False,false,True,False
Bump stocks are already illegal in the state of New York. You can't buy one.,mostly false,en,Final Answer: True,true,False,False
"Says Charlie Crist ""is embroiled in a fraud case for steering taxpayer money to a de facto Ponzi scheme.""",false,en,Final Answer: False,false,True,False
New York state law says you are alive when you begin to breathe.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
That 3.5 percent (increase in the third quarter GDP) came from two things — government spending on Cash for Clunkers — they just moved fourth-quarter auto sales into the third quarter — and the first-time home buyer thing.,half true,en,Final Answer: Mostly True,mostly true,False,False
"First, he said he would leave residual forces in Iraq, and now he says he wouldn't.",true,en,Final Answer: Mostly True,mostly true,False,False
"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",true,en,Final Answer: Mostly True,mostly true,False,False
"Says Merrick Garland ""authored an opinion that resulted in the release of 17 Guantanamo Bay prisoners who were part of a group of violent Islamist extremists the State Department had designated as terrorists.""",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"Says Indiana Gov. Mike Pence ""provides zero state funding for homeless shelters.""",mostly true,en,Final Answer: Mostly False,mostly false,False,False
"President Obama told people ""to skip coming here (Las Vegas) for conventions and meetings.""",mostly false,en,Final Answer: False,false,False,False
We’ve used (generally accepted accounting principles) here in this building the last two years.,mostly false,en,Final Answer: Half True,half true,False,False
The number of terrorists out there has doubled.,true,en,Final Answer: Half True,half true,False,False
This administration is slashing the Navy to pay for more Obamacare.,false,en,Final Answer: Mostly False,mostly false,False,False
The conviction rate is almost exactly the same for whites and blacks who commit murder.,false,en,Final Answer: Mostly True,mostly true,False,False
There are more immigrants in our country right now than any other time.,mostly true,en,Final Answer: True,true,False,False
Richard Corcoran has a plan to divert even more of our tax dollars to unaccountable private schools.,half true,en,Final Answer: Mostly True,mostly true,False,False
"In Houston, Texas, today, there are no homeless veterans.",mostly false,en,Final Answer: False,false,False,False
Puerto Rico’s $70 billion debt is unsustainable and it is unpayable. And the reason why it is unsustainable has everything to do with the greed of Wall Street vulture funds.,half true,en,Final Answer: Mostly True,mostly true,False,False
Says combined inflation and unemployment rates in October 2011 were the highest since Ronald Reagan succeeded Jimmy Carter.,false,en,Final Answer: Mostly True,mostly true,False,False
The (Wisconsin) governor has proposed tax giveaways to corporations.,mostly true,en,Final Answer: True,true,False,False
"If you are a gun store owner and you decide to go out of business … you right now are allowed to convert your entire gun store inventory to ‘personal use’ and once it is a personal use weapon, you can sell it without background checks.",true,en,Final Answer: Mostly False,mostly false,False,False
"Under Obamacare, ""premiums have doubled and tripled"" in Wisconsin.",mostly true,en,Final Answer: Mostly False,mostly false,False,False
"The polling shows over and over again that, unlike Donald Trump, that with me as the nominee, we beat Hillary Clinton.",mostly false,en,Final Answer: Half True,half true,False,False
"Before Act 10, the total cost of public sector employees’ employment was 29 percent higher than that in the private sector. After the act, it’s still 22 percent higher.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"The final pitch of Don Larsen's perfect game in the 1956 World Series ""was a foot and half probably high and outside.""",half true,en,Final Answer: Mostly True,mostly true,False,False
We aren't the only state cutting back on public television.,true,en,Final Answer: Mostly True,mostly true,False,False
Trump's Cabinet is more white and more male than any first Cabinet since President Ronald Reagan’s.,mostly true,en,Final Answer: True,true,False,False
"After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years.",true,en,Final Answer: Mostly True,mostly true,False,False
"First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.",half true,en,Final Answer: Mostly False,mostly false,False,False
There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.,true,en,Final Answer: Mostly False,mostly false,False,False
"Says Hillary Clinton's ""plan is going to raise taxes and even double your taxes.""",mostly false,en,Final Answer: False,false,False,False
"If you look at the states where soccer is most popular, they're overwhelmingly blue states, and the states where soccer is least popular are red states.",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Two years ago Providence alone spent $50,000 a year notifying the school department about residents in the state's sex offender registry.",half true,en,Final Answer: True,true,False,False
"Millennials ""will be 75 percent of the workforce in the next 10 years.""",mostly false,en,Final Answer: Mostly True,mostly true,False,False
"In 2012, ""Wall Street"" gave Scott Brown ""more campaign contributions than any other candidate -- $5.3 million.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
We've dropped from a top 10 state in elementary reading to 30th in the nation under State Schools Superintendent Tony Evers’ watch.,mostly false,en,Final Answer: Mostly True,mostly true,False,False
Casualties and deaths are at (their) lowest point since literally the beginning of the war.,half true,en,Final Answer: Mostly True,mostly true,False,False
"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",false,en,Final Answer: True,true,False,False
America’s least-trusted news sources are also its most popular.,half true,en,Final Answer: Mostly True,mostly true,False,False
Gas prices are the lowest in the U.S. in over ten years!,mostly false,en,Final Answer: True,true,False,False
"Says small businesses ""make up 98.9 percent of all businesses in the state and employ nearly half of the state's private sector workforce"" and ""almost never receive a penny of government money.""",half true,en,Final Answer: Mostly True,mostly true,False,False
"Large majorities of the public ""oppose major changes to Medicare"" and favor higher taxes on the wealthy.",true,en,Final Answer: Mostly True,mostly true,False,False
Some billionaires have a tax rate as low as 1 percent.,mostly false,en,Final Answer: Mostly True,mostly true,False,False
Seventy percent of all uninsured live in households in which at least one person is working.,true,en,Final Answer: True,true,True,False
"Currently, there is no one from South Austin on the (Austin City) Council!",true,en,Final Answer: True,true,True,False
"It's ""not true"" that since he's been the president, executions in Iran have increased by four times.",false,en,Final Answer: Mostly False,mostly false,False,False
"Says ExxonMobil ""fought to kill"" a rule requiring oil and mining companies to disclose payments made to foreign governments.",true,en,Final Answer: True,true,True,False
"When I served as City Commissioner, we made great strides …we successfully fought for, and won, adding women and people of color to the Fire Bureau.",true,en,Final Answer: Mostly True,mostly true,False,False
"North Carolina has ""the strictest anti-gerrymandering standards in the entire country.""",false,en,Final Answer: Mostly False,mostly false,False,False
"Says the Portland Children’s Levy holds its ""administrative expenses to less than 5 percent.""",true,en,Final Answer: True,true,True,False
Fox News accidentally puts up a poll graphic that shows how they are the least trusted network.,false,en,Final Answer: True,true,False,False
"Van Jones ""is an avowed, self-avowed radical revolutionary communist.""",mostly false,en,Final Answer: False,false,False,False
"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""",half true,en,Final Answer: Mostly True,mostly true,False,False
Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.,false,en,Final Answer: False,false,True,False
"In Connecticut and New York, students at Achievement First schools consistently outperform city and statewide averages.",half true,en,Final Answer: Mostly True,mostly true,False,False
A New York man has allegedly infected 240 people with the HIV virus by sleeping with men and women.,false,en,Final Answer: False,false,True,False
"150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.",true,en,Final Answer: Mostly True,mostly true,False,False
"Says he ""led the effort to build a new (University of Wisconsin-Milwaukee) engineering campus in Wauwatosa.""",false,en,Final Answer: Mostly True,mostly true,False,False
"Says ""Scott Baio .. dies in small plane crash.""",false,en,Final Answer: False,false,True,False
"Says he would have ""almost twice the actual experience practicing law"" Greg Abbott did on becoming attorney general of Texas.",half true,en,Final Answer: Mostly True,mostly true,False,False
Homelessness has skyrocketed across California. We have the nation’s highest homelessness rate and the nation’s highest homeless population.,mostly true,en,Final Answer: True,true,False,False
"The number of illegal immigrants in the United States is ""30 million, it could be 34 million.""",false,en,Final Answer: Half True,half true,False,False
Federal regulations required the changes to Georgia's driver’s license renewal process.,true,en,Final Answer: True,true,True,False
There is no clinical evidence that vaccinating healthcare workers protects patients.,false,en,Final Answer: False,false,True,False
We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.,half true,en,Final Answer: Mostly True,mostly true,False,False
"Under Barack Obama, ""the fewest number of adults are working since Jimmy Carter’s presidency.""",false,en,Final Answer: Mostly True,mostly true,False,False
"We spend in tax loopholes annually $1.1 trillion. That's more than we spend on our defense budget in a year, on Medicare or Medicaid in a year.",mostly false,en,Final Answer: Mostly True,mostly true,False,False
The soda tax can make a difference by reducing consumption of unhealthy soda pop and sugary beverages.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
"Washington politicians ""run Social Security like a Ponzi scheme.""",mostly false,en,Final Answer: Mostly False,mostly false,True,False
"There’s not one public study, and by public study I mean a study available to the public, that has looked at using the product Kaput to poison feral hogs.",mostly true,en,Final Answer: True,true,False,False
"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.",true,en,Final Answer: Mostly True,mostly true,False,False
"Sherrod Brown ""has stood side by side"" with President Barack Obama, presiding ""over the most rapid increase in the debt over the last 2.5 years"" and hurtling toward "" the worst jobs record in the modern era.""",half true,en,Final Answer: Mostly False,mostly false,False,False
"A tax plan promoted by North Carolina Senate candidate Thom Tillis will ""overwhelmingly benefit the wealthy.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
"After Britain’s vote to leave the European Union, ""within 24 hours, Americans lost $100 billion from our 401(k)s.""",mostly true,en,Final Answer: Mostly True,mostly true,True,False
Obama has maintained a friendship with a now convicted felon.,mostly true,en,Final Answer: Mostly True,mostly true,True,False
